ID;Questions;Answers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SS7_Q2;Jip realises that the other will also think that the shed is the best place. Why is he hiding there anyway?;He thinks the searcher will think he's not behind the shed, because the searcher would think that Jip would hide in the least obvious place. So it's double bluff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q1_1_M;Helen: We are classmates. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q2_1_M;Granny: It is my birthday today. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q3_2_M;Sam: I just moved here and my granny's birthday is coming up. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q4_2_M;Sam: I asked where there was a shop that sells post stamps because I wanted to send a package. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q5_2_I;Haddad_1_Q5_2_M does not exist in English version;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q6_2_I;Sam: I believed Helen when she told me where the store was. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q7_3_M;Sam: I couldn't send the card because when I arrived to the right store, it was already closed. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q8_3_M;Sam: When I left Bold street, I went back to the school and talked to Helen. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q9_3_I;Pete: I thought Helen didn't know that the store had moved. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q10_3_I;Helen: I think that Sam wants to buy a birthday card for his grandmother. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q11_4_M;Pete: Sam and I are friends. I told Sam that Helen (our classmate) is the joker of the class. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q12_4_M;Helen: Sam asked me where there was a shop that sells post stamps. Sam is a friend of Pete's, and we're both in the same class. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q13_4_I;Helen: I thought Sam did not believe that I knew the location of the store that sells post stamps. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q14_4_I;Pete: Sam thinks that Helen is fooling him. What Sam thinks isn't true. Is this what Pete thought?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q15_5_M;Sam: When I asked Helen about the location of the store that sells post stamps, she told me that it was on Chestnut street. I told her that it has now moved to Bold Street. I then told all this to Pete. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q16_5_M;Sam: I asked Helen where there was a store that sells post stamps. I had a card for my grandmother that would arrive on time only if I sent it today. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q17_5_I;Haddad_1_Q17_5_I does not exist in English version;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q18_5_I;Pete: Do you know what I thought? I thought that Helen wanted Sam to know that she didn't realize that the store was no longer on Chestnut Street. Is this true?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q19_6_I;Pete:I thought Helen didn't want Sam to know that the store had moved to Bold street. And I wanted Sam to know that's what I thought. Is this true?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q20_6_M;Sam: I am friends with Pete and I know Helen. I asked Helen where there was a shop where they sell post stamps, because someone told me that it had moved. Is this true?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q21_6_M;Sam: I was looking for a store where they sell post stamps. That's why I told Pete that I had asked Helen where I could find it, and that she said that there was a shop on Chestnut street. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q22_6_I;Peter: I thought Helen wanted Sam to know where the post office really was. I wanted Sam to know that's what I thought. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_1_Q23_6_I;Haddad_1_Q23_6_I does not exist in English version;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q1_1_M;Abi: I sat at the table with Carolyn. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q16_1_M;Matthias: I am Ama's boyfriend. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q8_2_M;Carolyn: I told Hannah that Ama was at the rehearsal. Is that correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q14_2_I;Hannah: I wanted to sit at the table with Ama. Is that correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q19_2_I;Ama: I knew that Abi had gone home sick. Is this true?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q21_2_M;Ama: I told Hannah that Abi had gone home sick. Is this true?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q7_3_I;Carolyn: I thought that Hannah liked Matthias (Ama's boyfriend). Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q12_3_M;Carolyn: We are friends. I told Hannah that Abi had a rehearsal. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q18_3_M;Ama: I told Hannah she couldn't sit with us because I was keeping that seat for Abi. Is this true?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q20_3_I;Hannah: I thought Ama knew that Abi had gone home sick. Is this true?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q13_4_I;Carolyn: I hoped Hannah would understand that Ama didn't know that Abi had gone home sick. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q15_4_M;Carolyn: When Hannah sat down with me, I immediately saw something was wrong, so I asked her what was up.;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q17_4_I;Ama: I thought that my boyfriend, Matthias, believed that Hannah liked him. Is this true?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q22_4_M;Hannah: I told Ama that Abi was sick, so she had gone home, and that she no longer had to keep that chair free for her. Is this true?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q5_5_I;Hannah: I didn't believe that Matthias (Ama's boyfriend) really liked me. I wanted Carolyn to know that. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q9_5_M;Ama: I'm in Matthias' class. Normally I always save a seat for Abi, but not today, because she was sick. I told all this to Hannah. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q10_5_I;Carolyn: Ama hoped Hannah would join them at the table. I thought she would understand. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q11_5_M;Hannah: I asked if I could sit with Ama and her friends, but in the end I sat with Carolyn, because Ama said she was keeping the seat for Abi. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q2_6_M;Carolyn: Hannah sat down with me. Then I told her that Ama (who was sitting further down) was holding a seat for Abi. Abi was late for lunch because of her rehearsal. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q3_6_I;Carolyn: Ama said she was keeping the seat for Abi, but I didn't believe her. I wanted Hannah to realize that it was because Ama didn't want her to sit with them. Ama thinks that her boyfriend Matthias likes Hannah. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q4_6_I;Hannah: I thought Carolyn already knew that Ama knew that I understood that her boyfriend liked me. Is this correct?;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haddad_3_Q6_6_M;Carolyn: I'm friends with Hannah, and I didn't sit at the table with Ama. I told Hannah that Ama (with whom I was in rehearsal) always kept a seat for Abi, who had apparently gone home sick today. Is this correct?;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_SA1;Sally and Anne are playing. Sally has a box and Anne has a basket, and there is a ball. Sally puts the ball in her box. Then Sally goes to play somewhere else.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Anne takes the ball from Sally's box and she puts the ball in her own basket. Anne also goes to play somewhere else for a while.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Then Sally returns.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_SA2;Sally and Anne are in the park. There is an ice cream truck next to the fountain. They both want to buy an ice cream but Sally doesn't have enough money. Sally goes home to get more money.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;The ice cream man tells Anne that he is moving, he is now going to sell ice cream at the swing.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;He meets Sally on the way and tells her where he is going. Sally gets money and so goes to the swing to buy an ice cream.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Anne goes to Sally's house and asks Sally's mother where Sally is. The mother says that Sally is buying ice cream.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_SS1;One day, when Jan walks into the house, he accidentally knocks over his mother's favourite vase. The vase is broken. Oh no! If mom finds out about this, she will be very angry!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;When Jan's mother comes home and sees the broken vase, she asks Jan what happened.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"Jan says: ""The dog knocked it over, it is not my fault!""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_SS2;Sally and Anne are playing in the house. Sally takes a banana from the fruit bowl and holds it to her ear. She says to Anne: 'Look, the banana is a telephone!';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_SS3;"James goes to Claire's house for the first time. He goes there for a drink and wants to see Claire's dog whom she always talks about. James likes dogs very much. When James gets to Claire's house, Claire runs to the door to open it, and her dog jumps up to greet James. Claire's dog is huge, and almost as tall as James! When James sees Claire's big dog he says, ""Claire, you don't have a dog at all. You have an elephant!";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_SS4;Tineke has been looking forward to Christmas all year, because she knew she could ask her parents for a rabbit. Tineke really wants to have a rabbit.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;It was finally Christmas, and Tineke hurried to open the big package her parents had given her. She was sure it would contain a rabbit in a cage.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;But when she opened the package, with the whole family gathered around her, she saw that there were only a few old books inside. That is not what she wished for.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"However, when her parents asked her what she thought of her Christmas present, she said, ""I think it's a nice present, thank you. It's exactly what I wanted.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_SS5;The teacher doesn't allow Sanne to play soccer until she has completed all her assignments. But she doesn't feel like doing those assignments at all! She secretly goes to the storage room to get the ball.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"The school director comes by, he sees that Sanne cannot reach the ball. He doesn't know that she has to finish her assignments first. The director just wants to help Sanne get the ball. He asks, ""Are you okay?""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Sanne is afraid, she thinks she has been caught. She says, 'Sorry! I'll do my assignments first...';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_SS6;"Bram's mother cooked for a very long time to make Bram's favorite dish: fish and chips. But when she brings it to Bram, he is watching TV. He doesn't even look up or say thank you. Bram's mother is angry and says, ""Well that's very nice! That's what I call politeness!”";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_SS7;Jip plays hide and seek with his friends. He has to quickly choose where to hide, behind the tree or the shed. If Jip is found immediately, he has lost. You can hide better behind the shed, so that's the best place. But whoever has to look for him probably thinks so too. Jip is very smart: he hides behind the shed after all!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_HA1;Meet Sam and Helen. Sam just moved here. Helen: Hi, you're Sam, aren't you? I'm Helen, I'm in the same class as you. Sam: Oh, hey Helen! How are you? Helen: Fine thanks. Are you settling in OK? Sam: Yeah I'm gradually finding my way around, thanks. Hey, you don't happen to know where I can find the nearest store to buy some post stamps? I need to send a card to my granny. Helen: Oh, that's sweet of you. Sam: Yeah but it’s her birthday tomorrow and I can't see her myself, so I'm kind of worried that it’s not going to get there on time. So I really need to send it today but I don't know where to find a store nearby. Helen: Uhm, I think there is one on Chestnut Street, so if you go down to the end of this street and turn left, then it's about half a block down on the left. Sam: Thanks! Helen: No problem. Here’s Sam again. Later Sam meets his friend Pete. Sam: Hi Pete, how are you? Pete: Oh hi Sam how are you? Sam: Yeah, I'm OK. Pete: You don't sound so happy. What's up? Sam: Oh, I'm just a bit annoyed. I was really hoping to send a card to my granny, so I was looking for a store where they would sell post stamps. So I asked Helen, you know her, right? She is in our class. Pete: Yeah, I know Helen! Sam: Well, I asked Helen where I could buy post stamps. She told me there was a store on Chestnut Street. But when I got there, there was a big sign on the door saying it had moved to Bold Street. So I raced over to Bold Street, but I didn't make it on time, the store was already closed. Pete: No way! Sam: Yeah. So now my granny won't get her birthday card on time and I know she'll be really disappointed. Sam: Hey, I've heard that Helen is a bit of a joker. Do you think she would send me to the wrong place on purpose? Pete: Well, did she know how important it was to send the card today? Sam: Yeah I told her it was for granny's birthday tomorrow. Pete: Then I think she probably wouldn't have been deliberately trying to trick you. It was probably an honest mistake.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scenario_HA2;Meet Hannah. She is late for the lunch break and when she comes in, all the places are taken. Then, she discovers there is a free chair next to Ama and her boyfriend, Matthias. Hannah: Hi guys, I'm late, can I sit here? Ama: Oh actually, I was saving that seat for Abi. Hannah: Oh, okay. Ama: Sorry! Hannah meets Carolyn. Hannah: Hey Carolyn, can I sit here? Carolyn: Sure. Carolyn: Hey are you OK? You look a bit upset. Hannah: Yeah I'm alright, it's just that Ama is so mean sometimes. Carolyn: What happened? Hannah: Well, I came in to lunch a bit late, and there were hardly any seats left, but when I asked if I could sit at the table with her and Matthias and their friends, Ama said she was saving the seat for Abi! Carolyn: So? Ama and Abi always save seats for each other. Hannah: But Abi went home sick this morning! So Ama couldn't have been saving the seat for her. She was just making up an excuse. Hannah: I think the real reason that she didn't want me to sit with them is that she's jealous. She thinks her boyfriend Matthias has a crush on me, but it isn't true! Carolyn: Well, I didn't know that Abi was off sick. I was in a rehearsal all morning, and actually, Ama was there too, so she probably didn't know either that Abi had gone home. Carolyn: Besides, we sat with her and Matthias at lunch yesterday and that didn't bother her. So I don't think she's jealous of you.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
